-0.04433131	0.012297989	-0.06756455	0.004830711	-0.16622257	-0.2025022	0.1488367	-0.03924869	0.06159436	0.1204604	0.04054553	-0.099822156	0.12287154	-0.049715254	-0.08243328	-0.05195395
0.047520477	0.104507126	-0.07027921	-0.1362236	-0.16626534	-0.13405782	0.12780721	-0.08077204	0.027438646	0.11271185	-0.03605428	-0.09480343	0.18871062	-0.16247264	-0.18022045	0.044599004
0.17360054	0.21615823	0.09079992	-0.19687518	0.083476014	0.082351506	-0.11748178	0.096819	-0.14141159	-0.15221594	-0.12965658	0.063407525	0.24124947	-0.18659315	-0.18692175	0.2099904
0.04996372	0.09986168	0.0053851525	-0.12308086	-0.19831525	-0.16091944	0.121534094	0.0152395405	0.031794384	0.11956651	0.0055806614	-0.13088527	0.18615958	-0.21824054	-0.12950543	0.03605681
0.117540635	0.09770493	0.04125502	-0.08808088	-0.07813372	-0.1051261	0.07946466	0.024868507	-0.06267226	-0.019180521	-0.061918482	-0.025654264	0.2332301	-0.2157833	-0.1760982	0.10000081
0.0032412752	-0.06790069	-0.14623791	0.005666158	-0.20256032	-0.20098908	0.11086335	-0.067093074	0.12112669	0.086226344	0.0904367	-0.10580213	0.07644081	-0.1413195	-0.041823268	-0.04253324
0.107222654	0.10750837	0.054023255	-0.17360303	-0.050550163	-0.028124921	-0.020027364	0.00069929945	-0.11426637	-0.025827006	-0.10714682	0.020526923	0.22852628	-0.21516033	-0.16136268	0.09267989
0.10205224	0.18284951	0.021676002	-0.12792303	-0.03264266	-0.05221912	0.013891853	0.067341454	-0.047797836	-0.0525748	-0.08692473	-0.014153499	0.15269656	-0.20773289	-0.1959213	0.06948601
0.14146656	0.2198078	0.13118532	-0.23252007	0.018876376	0.098943084	-0.11404745	0.16145657	-0.14241162	-0.12768859	-0.10545134	0.05820889	0.24362284	-0.22739336	-0.22306716	0.14196154
0.050130546	0.12506287	-0.0034976501	-0.09554221	-0.02267087	0.0072846087	-0.018412564	-0.018511316	-0.07033448	0.022068644	-0.098544255	-0.0014094297	0.18491645	-0.2652318	-0.23383853	0.04441077
-0.048731238	-0.098288745	-0.13338067	0.04518777	-0.24970005	-0.24971928	0.15528853	-0.1835521	0.13538769	0.12082615	0.14947794	-0.19333035	0.005143797	-0.0773667	0.006086304	-0.14752644
-0.01369414	0.05093822	-0.055941604	-0.082317404	-0.15168042	-0.059391804	0.08804776	-0.018016824	0.064990975	0.047425833	0.051241893	-0.051498994	0.118470244	-0.17248084	-0.14293519	-0.008218503
-0.09293049	-0.06588852	-0.08998682	0.06490781	-0.17718986	-0.1584418	0.17897801	-0.14090225	0.11006503	0.15397374	0.08242777	-0.1558387	-0.0135247735	-0.06455256	0.04462993	-0.091272116
0.15608671	0.14250779	0.06931902	-0.124921404	0.04848961	0.029883517	-0.019687606	0.018722257	-0.055648264	-0.07366547	-0.05513731	0.055137493	0.1418399	-0.1890042	-0.17943609	0.09794974
0.0315821	0.05337159	-0.09308327	-0.069377065	-0.20707616	-0.10570897	0.14254704	-0.08115842	0.0515345	0.14467987	0.017156051	-0.08315217	0.15214416	-0.1283147	-0.07982316	-0.024671536
0.06749221	0.070712715	-0.057073157	-0.076521166	-0.04576747	-0.08855112	0.07158342	-0.04747245	0.045074005	0.012037494	-0.061171845	-0.024431817	0.1281943	-0.17907508	-0.17707007	-0.013431391
-0.062350955	-0.03274061	-0.11617539	0.005927763	-0.1703846	-0.13552204	0.07423875	-0.09330618	0.12979834	0.12077122	0.098057434	-0.12782183	0.061771944	-0.10267257	0.030203808	-0.1255073
-0.0014874315	-0.03687393	-0.09975012	0.009610854	-0.1836987	-0.10010288	0.10235021	-0.13065667	0.05079917	0.08014804	0.045450456	-0.14160788	0.08192844	-0.11230395	-0.04240764	-0.07208505
0.066738166	0.08088262	-0.044179376	-0.121560596	-0.10821772	-0.11420331	0.058332037	0.027426748	-0.0058709974	-0.0007895626	-0.059230573	-0.072361395	0.12617823	-0.20285161	-0.09580027	0.018886063
0.0124982735	0.078160875	-0.048819542	-0.05704255	-0.09537194	-0.15273947	0.10729332	-0.067135714	0.0350804	0.03309285	0.028106814	-0.035892747	0.15369715	-0.121917695	-0.08168888	-0.0073632887
-0.11522245	-0.09529431	-0.15979792	0.14717208	-0.20987052	-0.17645611	0.18653435	-0.18362536	0.1255778	0.20470224	0.18088558	-0.20156206	-0.12675609	0.07884786	0.06176176	-0.14430599
0.22922347	0.2745283	0.21817522	-0.27728587	0.22376701	0.2621245	-0.21577708	0.20912974	-0.2645477	-0.20893767	-0.25771916	0.19033349	0.3364774	-0.34844056	-0.3489143	0.30302468
0.031534474	0.0765066	-0.021129986	-0.033353545	-0.0955135	-0.1523663	0.08899965	-0.071502425	0.045549512	0.13173553	-0.011307155	-0.12886602	0.10557762	-0.17327952	-0.05894471	-0.025063701
0.104466535	0.10009063	0.092605695	-0.17189969	0.058649633	0.01480835	-0.06510679	0.10189372	-0.05981739	-0.10035355	-0.084107436	0.03974021	0.14112775	-0.18511988	-0.20996001	0.12899353
-0.0921875	-0.046934325	-0.090047106	0.080541216	-0.13065004	-0.18246378	0.2088283	-0.16311832	0.12139423	0.1073052	0.15393394	-0.19261488	-0.051514503	-0.0038207928	0.046909988	-0.14401653
-0.10760632	-0.11723231	-0.19714023	0.18787399	-0.23940946	-0.16127494	0.21712191	-0.20041175	0.15059625	0.16357079	0.12237324	-0.24544528	-0.067182094	0.101363994	0.092093796	-0.18744874
0.09714013	0.15696037	0.0062670466	-0.09173992	0.042078756	0.016688513	-0.042738013	0.07423884	-0.054010738	-0.025496025	-0.050221454	0.059706006	0.2138267	-0.17335424	-0.18583955	0.11819837
0.039432425	0.088360466	-0.03754683	-0.11713248	-0.1325666	-0.07128335	0.04502015	0.011041411	-0.046481982	0.0447494	-0.027890602	0.0060164877	0.18875235	-0.18563974	-0.13134286	-0.0117571615
0.14172228	0.16847843	0.09141203	-0.18294643	0.054621782	0.02946971	-0.070981346	0.103422284	-0.119399264	-0.10197388	-0.13240388	0.09641492	0.2615766	-0.21772401	-0.17724772	0.18189526
-0.09034999	-0.050542578	-0.17855448	0.09043901	-0.20812911	-0.152977	0.109536976	-0.10912871	0.12600239	0.09799237	0.094134726	-0.15747015	0.039180588	-0.045446742	0.0075552836	-0.08059343
-0.00092909427	0.007911128	-0.057596166	-0.09317571	-0.11297205	-0.03782547	0.08034641	-0.07163509	-0.018050998	0.049441382	0.023671644	-0.04963192	0.13005412	-0.15140069	-0.08452315	-0.017948108
-0.0035353207	0.049586352	-0.040743068	-0.056000162	-0.16977021	-0.12203179	0.12037639	-0.07518539	0.12921254	0.08144702	-0.0013318475	-0.1433658	0.11636423	-0.11396276	-0.045121007	0.0015856345
